ProblemSize,E2ETime,AlgoTime
2,0.000075902,0.000000403
4,0.000002543,0.000000490
8,0.000006034,0.000001165
16,0.000027557,0.000007708
32,0.000133023,0.000068534
64,0.000886029,0.000628751
128,0.006815243,0.005829136
256,0.044637163,0.040835716
512,0.196014715,0.183919827
1024,1.369169795,1.340548155
2048,74.638806098,74.527010543
4096,609.585163195,609.039894055
