ProblemSize,E2ETime,AlgoTime
2,0.000113823,0.000045780
4,0.000003324,0.000001433
8,0.000009892,0.000005437
16,0.000028539,0.000012282
32,0.000092426,0.000037629
64,0.000438529,0.000218443
128,0.002509895,0.001634539
256,0.016154092,0.012517133
512,0.090109902,0.077172924
1024,0.437574155,0.407132902
2048,5.705799547,5.592741270
4096,50.421899527,49.965936105
