ProblemSize,E2ETime,AlgoTime
2,0.000001129,0.000000139
4,0.000000922,0.000000169
8,0.000002765,0.000000407
16,0.000013524,0.000002620
32,0.000060396,0.000021834
64,0.000285664,0.000140295
128,0.001630169,0.001087019
256,0.011353841,0.009138489
512,0.080202326,0.071312963
1024,0.615470823,0.582764084
2048,11.054930342,10.931383813
4096,91.851286981,90.990015328
