ProblemSize,E2ETime,AlgoTime
2,0.000075349,0.000000602
4,0.000002595,0.000000483
8,0.000005800,0.000001032
16,0.000024036,0.000004574
32,0.000102019,0.000030345
64,0.000486678,0.000238568
128,0.002926644,0.001970322
256,0.020016487,0.016162125
512,0.099767824,0.085926607
1024,0.426152273,0.393811817
2048,6.816131206,6.699460770
4096,57.427663647,56.954405733
