ProblemSize,E2ETime,AlgoTime
2,0.000069642,0.000000295
4,0.000002307,0.000000450
8,0.000005607,0.000001115
16,0.000026516,0.000008214
32,0.000133192,0.000076861
64,0.000958681,0.000719914
128,0.007677024,0.006763852
256,0.049966941,0.046508868
512,0.215017117,0.204599964
1024,1.602310185,1.577505333
2048,93.436218519,93.335752006
4096,762.453631271,761.928092428
